,ID,Date,Job Title,Job Location,Hired,Easy Apply
30,24598,12/9/19 17:20,PHARMACEUTICAL DATA ANALYST,"Irving, TX",False,False
31,24603,7/14/19 6:55,PHARMACEUTICAL DATA ANALYST,"Dallas, TX",False,False
32,24607,9/19/19 3:50,PHARMACEUTICAL DATA ANALYST,"Camden, NJ",True,False
33,24610,1/16/19 11:28,PHARMACEUTICAL DATA ANALYST,"Arlington, TX",False,False
34,24620,4/28/19 3:02,PHARMACEUTICAL DATA ANALYST,"Culver City, CA",False,False
35,24637,4/2/19 16:30,PHARMACEUTICAL DATA ANALYST,"Long Beach, CA",False,True
36,24646,4/9/19 0:01,PHARMACEUTICAL DATA ANALYST,"Chester Township, PA",False,False
37,24650,12/28/19 15:15,PHARMACEUTICAL DATA ANALYST,"Chicago, IL",False,False
38,24652,8/12/19 19:30,PHARMACEUTICAL DATA ANALYST,"San Francisco, CA",True,False
39,24670,12/2/19 13:00,PHARMACEUTICAL DATA ANALYST,"Northlake, IL",False,False
40,24722,7/4/19 15:25,PHARMACEUTICAL DATA ANALYST,"New York, NY",False,False
41,24732,4/15/19 0:01,PHARMACEUTICAL DATA ANALYST,"Austin, TX",True,True
42,24734,5/14/19 11:10,PHARMACEUTICAL DATA ANALYST,"Hercules, CA",True,False
43,24750,12/13/19 22:15,PHARMACEUTICAL DATA ANALYST,"Charlotte, NC",False,False
44,24755,5/25/19 4:15,PHARMACEUTICAL DATA ANALYST,"Chicago, IL",False,False
45,24769,6/28/19 6:45,PHARMACEUTICAL DATA ANALYST,"San Francisco, CA",False,False
46,24792,3/19/19 22:33,PHARMACEUTICAL DATA ANALYST,"Austin, TX",True,False
47,24793,6/24/19 2:30,PHARMACEUTICAL DATA ANALYST,"Sunnyvale, CA",False,False
48,24811,5/20/19 15:00,PHARMACEUTICAL DATA ANALYST,"New York, NY",False,False
49,24815,7/29/19 6:45,PHARMACEUTICAL DATA ANALYST,"Los Angeles, CA",False,False
50,24823,8/25/19 3:53,PHARMACEUTICAL DATA ANALYST,"Houston, TX",False,False
51,24854,11/25/19 15:37,PHARMACEUTICAL DATA ANALYST,"Lake Success, NY",True,False
52,24872,8/19/19 0:10,PHARMACEUTICAL DATA ANALYST,"Franklin Lakes, NJ",True,True
53,24874,10/6/19 17:00,PHARMACEUTICAL DATA ANALYST,"Salt Lake City, UT",False,False
54,24879,4/21/19 18:00,PHARMACEUTICAL DATA ANALYST,"Aurora, CO",False,False
55,11552626,7/15/19 1:20,DATA QUALITY ANALYST,"Arlington, TX",False,True
56,11552640,1/27/19 0:15,TECHNICAL DATA ANALYST,"Issaquah, WA",True,False
57,11552643,10/24/19 22:43,DATA QUALITY ANALYST,"Redmond, WA",True,False
58,11552651,11/19/19 20:52,DATA QUALITY ANALYST,"Oakland, CA",False,False
59,11552681,7/27/19 12:00,LOAN DATA ANALYST,"Far Rockaway, NY",False,False
60,11552689,8/29/19 4:30,ECOMMERCE DATA ANALYST,"San Diego, CA",False,True
61,11552704,3/6/19 11:00,DATA QUALITY ANALYST,"El Segundo, CA",False,True
62,11552722,7/6/19 21:12,DATA QUALITY ANALYST,"Los Angeles, CA",True,False
63,11552744,7/27/19 19:38,ECOMMERCE DATA ANALYST,"New York, NY",False,True
64,11552757,4/11/19 12:08,TECHNICAL DATA ANALYST,"Dallas, TX",True,False
65,11552769,3/14/19 11:23,LOAN DATA ANALYST,"San Antonio, TX",True,False
66,11552779,2/19/19 13:22,DATA QUALITY ANALYST,"Austin, TX",True,False
67,11552784,7/27/19 0:15,DATA QUALITY ANALYST,"New York, NY",True,False
68,11552795,6/28/19 19:12,DATA QUALITY ANALYST,"San Francisco, CA",False,True
69,11552796,2/15/19 19:45,ECOMMERCE DATA ANALYST,"Irving, TX",False,False
70,11552798,11/4/19 20:00,TECHNICAL DATA ANALYST,"Chicago, IL",False,False
71,11552800,4/17/19 13:33,CLINICAL DATA ANALYST,"Charlotte, NC",False,False
72,11552816,2/14/19 10:34,DATA QUALITY ANALYST,"San Diego, CA",False,True
73,11552827,3/23/19 21:05,ECOMMERCE DATA ANALYST,"Walnut Creek, CA",False,False
74,11552837,4/26/19 14:00,DATA QUALITY ANALYST,"Staten Island, NY",False,True
75,11552841,2/2/19 18:30,DATA QUALITY ANALYST,"New York, NY",True,False
76,11552852,2/7/19 21:52,DATA QUALITY ANALYST,"Chicago, IL",True,False
77,11552870,9/27/19 19:00,DATA QUALITY ANALYST,"Mooresville, NC",True,True
78,11552878,10/29/19 17:03,DATA QUALITY ANALYST,"New York, NY",False,False
79,11552901,3/4/19 21:30,OPERATIONS RESEARCH DATA ANALYST,"Santa Monica, CA",True,False
80,11552937,7/17/19 19:00,DATA QUALITY ANALYST,"Austin, TX",False,True
81,11552946,6/9/19 4:30,DATA QUALITY ANALYST,"Denver, CO",False,False
82,11552956,12/18/19 12:50,BUSINESS DATA ANALYST,"Greenwood Village, Arapahoe, CO",False,True
83,11552959,3/28/19 16:00,ECOMMERCE DATA ANALYST,"Fort Lee, NJ",False,False
84,11552995,10/14/19 2:51,ECOMMERCE DATA ANALYST,"Conshohocken, PA",False,False
85,11552996,4/25/19 20:00,DATA QUALITY ANALYST,"New York, NY",True,False
86,11553003,6/24/19 18:22,DATA QUALITY ANALYST,"San Jose, CA",False,False
87,11553053,12/19/19 12:50,DATA QUALITY ANALYST,"Jersey City, NJ",False,True
88,11553078,11/9/19 14:00,DATA QUALITY ANALYST,"Philadelphia, PA",False,False
89,11553094,5/31/19 23:35,RESEARCH DATA ANALYST,"Irving, TX",False,False
90,11553112,11/10/19 2:15,ECOMMERCE DATA ANALYST,"San Antonio, TX",False,False
91,11553131,5/25/19 4:40,ECOMMERCE DATA ANALYST,"Chicago, IL",False,False
92,11553139,11/30/19 1:26,BUSINESS DATA ANALYST,"Northridge, CA",False,False
93,11553189,4/14/19 10:00,DATA QUALITY ANALYST,"Santa Clara, CA",False,False
94,11553191,3/29/19 15:30,DATA QUALITY ANALYST,"New York, NY",False,True
95,11553193,2/4/19 18:40,DIGITAL MARKETING DATA ANALYST,"Chesapeake, VA",True,False
96,11553230,7/4/19 18:22,DATA QUALITY ANALYST,"New York, NY",False,False
97,11553235,12/19/19 13:54,RESEARCH DATA ANALYST,"New York, NY",False,False
98,11553264,7/12/19 22:58,ECOMMERCE DATA ANALYST,"Philadelphia, PA",False,False
99,11553291,7/25/19 17:00,ECOMMERCE DATA ANALYST,"New York, NY",False,False
100,11553326,2/6/19 12:57,BUSINESS DATA ANALYST,"Los Angeles, CA",False,False
101,11553365,2/5/19 17:00,ECOMMERCE DATA ANALYST,"El Segundo, CA",False,True
102,11553373,7/1/19 23:00,DIGITAL MARKETING DATA ANALYST,"New York, NY",True,False
103,11553376,2/15/19 7:27,DATA QUALITY ANALYST,"Dallas, TX",False,False
104,11553387,6/19/19 0:01,DIGITAL MARKETING DATA ANALYST,"Scottsdale, AZ",True,False
105,11553393,10/22/19 3:59,DATA GOVERNANCE ANALYST,"Charlotte, NC",False,False
106,11553396,11/20/19 16:29,DATA QUALITY ANALYST,"San Francisco, CA",True,True
107,11553420,10/6/19 18:45,BUSINESS DATA ANALYST,"Salt Lake City, UT",False,False
108,11553440,12/22/19 8:45,ECOMMERCE DATA ANALYST,"Brooklyn, NY",False,False
109,11553454,9/7/19 18:38,ECOMMERCE DATA ANALYST,"Denver, CO",False,True
110,11553467,6/29/19 0:00,ECOMMERCE DATA ANALYST,"Oakland, CA",False,False
111,11553468,12/5/19 16:20,PRODUCT DATA ANALYST,"Philadelphia, PA",False,True
112,11553490,6/25/19 13:40,ECOMMERCE DATA ANALYST,"Austin, TX",False,False
113,11553503,12/27/19 15:35,MANUFACTURING DATA ANALYST,"Burbank, CA",False,True
114,11553504,1/12/19 2:52,SALES DATA ANALYST,"Phoenix, AZ",True,False
115,11553518,9/2/19 14:00,TECHNICAL DATA ANALYST,"Jacksonville, FL",False,False
116,11553527,8/30/19 23:00,DATA QUALITY ANALYST,"Dallas, TX",True,False
117,11553550,8/31/19 13:19,BUSINESS DATA ANALYST,"Redwood City, CA",False,False
118,11553553,1/29/19 18:30,DATA GOVERNANCE ANALYST,"New York, NY",False,False
119,11553582,6/29/19 14:30,BUSINESS DATA ANALYST,"San Francisco, CA",False,True
120,11553603,10/19/19 14:38,DATA QUALITY ANALYST,"Santa Clara, CA",False,True
121,11553612,8/6/19 3:50,LOAN DATA ANALYST,"Plano, TX",True,False
122,11553613,6/29/19 1:30,REGULATORY DATA ANALYST,"San Francisco, CA",True,False
123,11553619,4/4/19 15:25,ECOMMERCE DATA ANALYST,"Downers Grove, IL",False,False
124,11553661,11/19/19 22:26,DIGITAL MARKETING DATA ANALYST,"San Francisco, CA",True,False
125,11553667,6/9/19 0:00,DATA QUALITY ANALYST,"Louisville, CO",False,True
126,11553684,10/14/19 6:00,PRODUCT DATA ANALYST,"West Chester, PA",True,False
127,11553698,12/16/19 9:00,DATA QUALITY ANALYST,"San Mateo, CA",False,True
128,11553712,7/25/19 23:50,DATA QUALITY ANALYST,"New York, NY",True,True
129,11553752,4/9/19 23:50,DATA QUALITY ANALYST,"San Antonio, TX",True,True
130,11553755,8/25/19 20:13,MANUFACTURING DATA ANALYST,"Phoenix, AZ",False,False
131,11553772,3/13/19 15:00,DATA QUALITY ANALYST,"Philadelphia, PA",False,True
132,11553783,7/9/19 14:59,FRAUD DATA ANALYST,"Chicago, IL",False,False
133,11553818,8/10/19 15:40,DATA QUALITY ANALYST,"Dublin, OH",False,True
134,11553820,1/14/19 16:00,RESEARCH DATA ANALYST,"West Point, PA",False,False
135,11553825,8/12/19 9:00,RESEARCH DATA ANALYST,"San Francisco, CA",False,False
136,11553853,11/11/19 0:53,BUSINESS DATA ANALYST,"El Cajon, CA",False,False
137,11553862,7/15/19 11:00,DIGITAL MARKETING DATA ANALYST,"Irving, TX",True,False
138,11553877,9/12/19 9:19,CLINICAL DATA ANALYST,"New York, NY",False,False
139,11553887,2/7/19 21:45,BUSINESS DATA ANALYST,"Chicago, IL",False,False
140,11553895,2/10/19 8:00,DIGITAL MARKETING DATA ANALYST,"Houston, TX",True,False
141,11553902,8/2/19 11:00,BUSINESS DATA ANALYST,"Houston, TX",False,False
142,11553903,12/11/19 17:30,BUSINESS DATA ANALYST,"Santa Clara, CA",False,False
143,11553911,12/24/19 2:34,MANUFACTURING DATA ANALYST,"Salt Lake City, UT",False,True
144,11553918,10/10/19 9:00,DATA SCIENTIST,"Chicago, IL",False,False
145,11553937,10/29/19 18:49,ECOMMERCE DATA ANALYST,"Summit, NJ",False,False
146,11553940,11/22/19 19:30,ECOMMERCE DATA ANALYST,"Centennial, CO",False,False
147,11553947,8/3/19 12:40,DATA QUALITY ANALYST,"Philadelphia, PA",False,True
148,11554013,1/25/19 20:00,TECHNICAL DATA ANALYST,"San Francisco, CA",False,False
149,11554020,11/23/19 13:15,DATA QUALITY ANALYST,"New York, NY",False,True
150,11554051,10/2/19 10:00,DATA QUALITY ANALYST,"New York, NY",False,True
151,11554061,3/11/19 2:54,DATA GOVERNANCE ANALYST,"Pearland, TX",False,False
152,11554103,7/20/19 18:00,BUSINESS DATA ANALYST,"San Francisco, CA",False,True
153,11554116,3/4/19 9:00,DATA QUALITY ANALYST,"Norfolk, VA",True,True
154,11554135,8/11/19 0:00,DATA QUALITY ANALYST,"Charlotte, NC",True,True
155,11554145,10/12/19 8:00,BUSINESS DATA ANALYST,"Houston, TX",False,False
156,11554151,12/15/19 13:30,BUSINESS DATA ANALYST,"San Francisco, CA",False,False
157,11554158,8/18/19 10:51,BUSINESS DATA ANALYST,"New York, NY",False,False
158,11554221,2/9/19 22:30,CLINICAL DATA ANALYST,"Houston, TX",True,False
159,11554340,11/30/19 19:30,DATA QUALITY ANALYST,"Culver City, CA",True,False
160,11554352,10/14/19 0:00,BUSINESS DATA ANALYST,"Doylestown, PA",False,False
161,11554367,11/27/19 10:33,BUSINESS DATA ANALYST,"Woodbridge, NJ",False,False
162,11554371,6/30/19 22:00,BUSINESS DATA ANALYST,"Lakewood, CO",False,False
163,11554380,10/21/19 22:45,ECOMMERCE DATA ANALYST,"Charlotte, NC",True,False
164,11554409,7/3/19 23:00,DATA GOVERNANCE ANALYST,"New York, NY",False,False
165,11554423,7/30/19 4:00,BUSINESS DATA ANALYST,"Cerritos, CA",False,False
166,11554441,8/2/19 17:25,DATA QUALITY ANALYST,"Tempe, AZ",False,True
167,11554462,12/20/19 17:15,BUSINESS DATA ANALYST,"New York, NY",False,False
168,11554470,6/25/19 2:49,BUSINESS DATA ANALYST,"Mountain View, CA",False,False
169,11554475,1/27/19 21:39,DIGITAL MARKETING DATA ANALYST,"Boulder, CO",True,False
170,11554476,8/24/19 0:30,TECHNICAL DATA ANALYST,"Chicago, IL",False,False
171,11554485,5/5/19 22:00,BUSINESS DATA ANALYST,"San Antonio, TX",False,False
172,11554501,7/23/19 12:48,QA DATA ANALYST,"Englewood, CO",False,False
173,11554506,8/25/19 21:00,DATA GOVERNANCE ANALYST,"Tempe, AZ",False,False
174,11554551,10/1/19 23:00,BUSINESS DATA ANALYST,"New York, NY",False,False
175,11554580,8/16/19 21:00,DATA QUALITY ANALYST,"Brooklyn, NY",False,False
176,11554632,4/17/19 13:52,ECOMMERCE DATA ANALYST,"Charlotte, NC",False,False
177,11554648,3/28/19 6:30,RESEARCH DATA ANALYST,"New York, NY",False,False
178,11554653,9/1/19 2:37,MANUFACTURING DATA ANALYST,"San Jose, CA",False,False
179,11554655,10/28/19 11:14,DIGITAL MARKETING DATA ANALYST,"New York, NY",True,False
180,11554668,8/19/19 17:00,DATA QUALITY ANALYST,"Parsippany, NJ",True,True
181,11554712,1/10/19 12:35,ECOMMERCE DATA ANALYST,"Chicago, IL",False,False
182,11554734,11/26/19 8:30,DATA QUALITY ANALYST,"Summit, NJ",False,True
183,11554738,2/7/19 7:00,ECOMMERCE DATA ANALYST,"Azusa, CA",False,True
184,11554767,11/28/19 23:36,BUSINESS DATA ANALYST,"Norfolk, VA",False,False
185,11554778,6/4/19 22:45,DATA QUALITY ANALYST,"Huntersville, NC",False,True
186,11554795,5/16/19 9:54,DATA QUALITY ANALYST,"Centennial, CO",False,True
187,11554822,10/26/19 3:57,DATA GOVERNANCE ANALYST,"Denver, CO",False,False
188,11554825,12/26/19 2:30,DATA QUALITY ANALYST,"Los Angeles, CA",False,True
189,11554842,2/2/19 18:45,DATA QUALITY ANALYST,"Brooklyn, NY",False,False
190,11554867,8/10/19 23:30,ECOMMERCE DATA ANALYST,"Charlotte, NC",False,False
191,11554869,3/17/19 7:00,DATA QUALITY ANALYST,"Cupertino, CA",False,True
192,11554880,9/11/19 15:25,ECOMMERCE DATA ANALYST,"Brooklyn, NY",False,False
193,11554918,8/1/19 18:55,BUSINESS DATA ANALYST,"Houston, TX",False,False
194,11554931,11/4/19 9:00,BUSINESS DATA ANALYST,"Downers Grove, IL",False,False
195,11554939,9/11/19 12:00,DIGITAL MARKETING DATA ANALYST,"New York, NY",True,False
196,11554971,7/5/19 3:34,RESEARCH DATA ANALYST,"New York, NY",False,False
197,11554976,12/10/19 19:37,ECOMMERCE DATA ANALYST,"San Jose, CA",False,False
198,11554993,5/18/19 23:00,RISK DATA ANALYST,"New York, NY",False,False
199,11554994,1/4/19 19:00,TECHNICAL DATA ANALYST,"New York, NY",False,False
200,11555066,4/18/19 21:45,DATA QUALITY ANALYST,"San Francisco, CA",False,True
201,11555069,4/13/19 1:12,BUSINESS DATA ANALYST,"San Jose, CA",False,False
202,11555076,5/14/19 18:10,DATA QUALITY ANALYST,"Alameda, CA",False,True
203,11555079,8/3/19 17:45,DATA QUALITY ANALYST,"Wilmington, DE",False,True
204,11555111,10/6/19 9:00,TECHNICAL DATA ANALYST,"New York, NY",False,True
205,11555112,8/12/19 10:51,RESEARCH DATA ANALYST,"San Francisco, CA",False,False
206,11555128,9/9/19 7:40,QA DATA ANALYST,"Jersey City, NJ",False,False
207,11555187,7/20/19 21:30,TECHNICAL DATA ANALYST,"San Francisco, CA",False,True
208,11555188,5/25/19 9:34,DIGITAL MARKETING DATA ANALYST,"Chicago, IL",True,False
209,11555212,9/14/19 12:30,BUSINESS DATA ANALYST,"Los Angeles, CA",False,False
210,11555250,4/4/19 16:58,LOAN DATA ANALYST,"Chicago, IL",False,False
211,11555277,11/29/19 23:00,DIGITAL MARKETING DATA ANALYST,"Los Angeles, CA",True,False
212,11555284,5/14/19 2:21,DATA GOVERNANCE ANALYST,"San Francisco, CA",False,False
213,11555286,1/9/19 0:34,DATA QUALITY ANALYST,"Brea, CA",True,True
214,11555315,11/21/19 13:54,BUSINESS DATA ANALYST,"Redmond, WA",False,False
215,11555317,5/12/19 1:30,ECOMMERCE DATA ANALYST,"Charlotte, NC",False,False
216,11555325,8/10/19 1:51,QA DATA ANALYST,"Jacksonville, FL",False,False
217,11555357,1/14/19 6:00,DATA QUALITY ANALYST,"Newtown, PA",False,False
218,11555391,12/5/19 10:05,DATA QUALITY ANALYST,"Scottsdale, AZ",False,False
219,11555396,1/12/19 16:44,CLINICAL DATA ANALYST,"Phoenix, AZ",False,False
220,11555399,1/11/19 23:30,MANUFACTURING DATA ANALYST,"Houston, TX",False,False
221,11555406,6/13/19 14:30,QA DATA ANALYST,"Salt Lake City, UT",False,False
222,11555420,8/15/19 5:45,BUSINESS DATA ANALYST,"Centennial, CO",False,False
223,11555465,6/16/19 2:11,DATA QUALITY ANALYST,"Arcadia, CA",False,False
224,11555470,9/11/19 21:30,BUSINESS DATA ANALYST,"New York, NY",False,False
225,11555473,4/22/19 14:40,RESEARCH DATA ANALYST,"Jersey City, NJ",False,False
226,11555476,2/10/19 2:56,ECOMMERCE DATA ANALYST,"Houston, TX",False,False
227,11555504,12/5/19 22:33,BUSINESS DATA ANALYST,"Malvern, PA",False,False
228,11555512,1/14/19 15:36,RESEARCH DATA ANALYST,"Horsham, PA",False,False
229,11555514,6/22/19 14:09,BUSINESS DATA ANALYST,"Dallas, TX",True,False
230,11555537,9/18/19 13:40,DATA GOVERNANCE ANALYST,"DC Ranch, AZ",False,False
231,11555542,5/1/19 16:45,PRODUCT DATA ANALYST,"Chicago, IL",True,False
232,11555556,7/6/19 0:00,BUSINESS DATA ANALYST,"Hampton, VA",False,False
233,11555559,7/22/19 20:36,BUSINESS DATA ANALYST,"Denver, CO",False,False
234,11555560,11/15/19 18:00,DATA QUALITY ANALYST,"Austin, TX",False,False
235,11555568,5/25/19 6:05,BUSINESS DATA ANALYST,"Chicago, IL",False,False
236,11555577,12/27/19 14:02,QA DATA ANALYST,"El Segundo, CA",False,False
237,11555611,11/1/19 20:30,TECHNICAL DATA ANALYST,"Gainesville, FL",False,False
238,11555615,5/10/19 12:42,ECOMMERCE DATA ANALYST,"Austin, TX",False,False
239,11555675,4/12/19 9:00,QA DATA ANALYST,"Lewisville, TX",False,False
240,11555700,7/18/19 16:17,MANUFACTURING DATA ANALYST,"Fort Worth, TX",False,False
241,11555702,12/11/19 14:00,DATA GOVERNANCE ANALYST,"Pleasanton, CA",False,False
242,11555729,7/8/19 0:45,ECOMMERCE DATA ANALYST,"Long Beach, CA",False,False
243,11555744,9/19/19 18:30,BUSINESS DATA ANALYST,"Berwyn, PA",True,False
244,11555749,3/2/19 13:08,DATA QUALITY ANALYST,"Lake Success, NY",False,True
245,11555761,8/6/19 1:15,DATA QUALITY ANALYST,"Irving, TX",False,False
246,11555763,9/25/19 14:44,MANUFACTURING DATA ANALYST,"Austin, TX",False,False
247,11555773,10/8/19 15:10,DATA QUALITY ANALYST,"Brea, CA",False,False
248,11555782,10/31/19 9:15,MANUFACTURING DATA ANALYST,"Far Rockaway, NY",True,False
249,11555833,9/27/19 23:00,DATA GOVERNANCE ANALYST,"Charlotte, NC",False,False
250,11555861,3/30/19 21:30,CREDIT DATA ANALYST,"Great Neck, NY",True,False
251,11555899,12/29/19 12:00,DIGITAL MARKETING DATA ANALYST,"Chicago, IL",True,False
252,11555943,11/19/19 8:40,DATA QUALITY ANALYST,"San Francisco, CA",False,True
253,11555946,3/16/19 2:00,MANUFACTURING DATA ANALYST,"Lewisville, TX",False,True
254,11555947,7/11/19 2:21,DATA QUALITY ANALYST,"Tempe, AZ",False,True
255,11555950,5/23/19 23:00,TECHNICAL DATA ANALYST,"Santa Monica, CA",False,False
256,11555961,12/6/19 14:30,QA DATA ANALYST,"Philadelphia, PA",False,False
257,11555966,8/25/19 0:00,DIGITAL MARKETING DATA ANALYST,"Houston, TX",True,False
258,11555969,6/25/19 10:30,RESEARCH DATA ANALYST,"San Jose, CA",False,False
259,11555988,9/20/19 20:10,QA DATA ANALYST,"San Antonio, TX",False,False
260,11556006,7/5/19 12:00,LOAN DATA ANALYST,"Salt Lake City, UT",True,False
261,11556022,11/9/19 20:24,DATA QUALITY ANALYST,"Horsham, PA",False,False
262,11556025,2/22/19 13:00,BUSINESS DATA ANALYST,"San Francisco, CA",False,True
263,11556034,3/4/19 14:00,CLINICAL DATA ANALYST,"Chesapeake, VA",False,False
264,11556074,5/26/19 0:30,CLINICAL DATA ANALYST,"Chicago, IL",False,False
265,11556078,8/25/19 14:30,BUSINESS DATA ANALYST,"Houston, TX",False,False
266,11556081,7/14/19 13:35,PRODUCT DATA ANALYST,"Dallas, TX",False,False
267,11556082,10/8/19 12:15,TECHNICAL DATA ANALYST,"Pasadena, CA",False,False
268,11556089,4/15/19 12:25,BUSINESS DATA ANALYST,"Austin, TX",False,False
269,11556096,11/5/19 1:15,PRODUCT DATA ANALYST,"Chicago, IL",True,False
270,11556106,10/31/19 18:45,QA DATA ANALYST,"New York, NY",False,False
271,11556117,6/15/19 0:30,DATA QUALITY ANALYST,"Anaheim, CA",False,True
272,11556147,2/12/19 13:00,MANUFACTURING DATA ANALYST,"Wilmington, DE",False,False
273,11556167,12/3/19 10:22,BUSINESS DATA ANALYST,"Deerfield, IL",False,False
274,11556172,4/21/19 8:20,PRODUCT DATA ANALYST,"Denver, CO",False,False
275,11556230,9/2/19 19:13,BUSINESS DATA ANALYST,"Fort Worth, TX",False,False
276,11556278,6/22/19 20:05,PRODUCT DATA ANALYST,"Arlington, TX",True,False
277,11556324,10/26/19 19:00,REGULATORY DATA ANALYST,"New York, NY",True,False
278,11556327,2/9/19 22:39,DATA QUALITY ANALYST,"Houston, TX",False,False
279,11556345,2/25/19 8:00,DIGITAL MARKETING DATA ANALYST,"Seattle, WA",True,False
280,11556347,12/15/19 14:30,BUSINESS DATA ANALYST,"San Francisco, CA",False,False
281,11556353,12/5/19 18:18,DATA QUALITY ANALYST,"Philadelphia, PA",False,False
282,11556358,2/18/19 8:30,BUSINESS DATA ANALYST,"San Jose, CA",True,False
283,11556365,1/26/19 14:00,CLINICAL DATA ANALYST,"Indianapolis, IN",False,False
284,11556378,6/5/19 11:17,LOAN DATA ANALYST,"San Mateo, CA",False,False
285,11556384,10/28/19 21:00,QA DATA ANALYST,"New York, NY",False,False
286,11556387,9/14/19 8:00,QA DATA ANALYST,"Los Angeles, CA",False,False
287,11556403,11/23/19 17:00,BUSINESS DATA ANALYST,"New York, NY",False,False
288,11556407,10/12/19 20:30,BUSINESS DATA ANALYST,"Phoenix, AZ",False,False
289,11556443,8/11/19 15:42,DATA GOVERNANCE ANALYST,"San Francisco, CA",False,False
290,11556445,3/12/19 5:32,BUSINESS DATA ANALYST,"Tempe, AZ",False,False
291,11556453,3/16/19 21:41,ECOMMERCE DATA ANALYST,"Arlington, TX",False,False
292,11556470,2/14/19 16:57,BUSINESS DATA ANALYST,"Dallas, TX",True,False
293,11556484,5/10/19 8:20,ECOMMERCE DATA ANALYST,"Austin, TX",False,False
294,11556493,12/1/19 2:30,ECOMMERCE DATA ANALYST,"Los Angeles, CA",True,True
295,11556498,8/14/19 18:30,DATA QUALITY ANALYST,"Denver, CO",False,True
296,11556499,8/19/19 9:52,ECOMMERCE DATA ANALYST,"Jersey City, NJ",False,False
297,11556523,3/11/19 23:02,DIGITAL MARKETING DATA ANALYST,"Phoenix, AZ",True,False
298,11556526,1/2/19 16:20,TECHNICAL DATA ANALYST,"New York, NY",False,False
299,11556533,5/31/19 11:30,DATA QUALITY ANALYST,"Plano, TX",False,False
300,11556561,12/29/19 23:00,REGULATORY DATA ANALYST,"Houston, TX",True,False
301,11556575,6/30/19 18:25,MANUFACTURING DATA ANALYST,"Denver, CO",False,False
302,11556586,5/12/19 20:16,PRODUCT DATA ANALYST,"Charlotte, NC",True,False
303,11556593,11/22/19 15:25,BUSINESS DATA ANALYST,"Broomfield, CO",True,False
304,11556677,7/18/19 9:30,BUSINESS DATA ANALYST,"Jacksonville, FL",False,False
305,11556682,7/11/19 5:15,BUSINESS DATA ANALYST,"Scottsdale, AZ",False,False
306,11556730,12/4/19 18:42,DATA GOVERNANCE ANALYST,"Tempe, AZ",False,False
